filename,face_detected,confidence,gender_preds,gender,age,total_faces,error
best_image_1105.png,?,?,"[4.045600414276123, -3.9089534282684326]",Female,24.02435874938965,?,
best_image_3879.png,?,?,"[7.620495796203613, -7.691715717315674]",Female,19.591684341430664,?,
init_image_4810.png,?,?,"[1.0181478261947632, -0.7539839148521423]",Female,14.523153305053711,?,
best_image_9002.png,?,?,"[-3.8918473720550537, 5.369265556335449]",Male,14.052679061889648,?,
init_image_9013.png,?,?,"[-0.9798067212104797, 1.5888230800628662]",Male,35.14420700073242,?,
init_image_9745.png,?,?,"[6.698861598968506, -6.736939430236816]",Female,15.578649520874023,?,
init_image_2986.png,?,?,"[-1.0926823616027832, 1.7543373107910156]",Male,14.192300796508789,?,
best_image_9978.png,?,?,"[6.966385364532471, -6.6816205978393555]",Female,16.601816177368164,?,
init_image_1098.png,?,?,"[-1.0374218225479126, 2.1861073970794678]",Male,29.87531280517578,?,
best_image_6496.png,?,?,"[3.0936243534088135, -2.9127197265625]",Female,23.1573543548584,?,
best_image_423.png,?,?,"[5.52471923828125, -5.551122188568115]",Female,15.580991744995117,?,
init_image_1801.png,?,?,"[-0.016393572092056274, 0.4012671113014221]",Male,37.32978820800781,?,
init_image_3138.png,?,?,"[-7.6946635246276855, 10.188605308532715]",Male,16.662832260131836,?,
init_image_5059.png,?,?,"[-0.30956465005874634, 0.7261316180229187]",Male,20.814401626586914,?,
init_image_6635.png,?,?,"[-2.8472156524658203, 4.330706596374512]",Male,33.556846618652344,?,
best_image_4915.png,?,?,"[4.590991020202637, -4.553096771240234]",Female,15.14366340637207,?,
init_image_811.png,?,?,"[-3.2319180965423584, 5.19334602355957]",Male,35.48723602294922,?,
best_image_2448.png,?,?,"[1.6996747255325317, -1.245227575302124]",Female,19.306865692138672,?,
init_image_5700.png,?,?,"[-3.016958713531494, 4.57755184173584]",Male,32.14789581298828,?,
best_image_5154.png,?,?,"[10.049249649047852, -10.309721946716309]",Female,16.32042694091797,?,
init_image_1901.png,?,?,"[0.6720641255378723, 0.12888608872890472]",Female,32.859622955322266,?,
best_image_3376.png,?,?,"[-2.4346280097961426, 3.6351654529571533]",Male,14.793346405029297,?,
best_image_4045.png,?,?,"[6.04632043838501, -6.066906929016113]",Female,13.944201469421387,?,
init_image_4486.png,?,?,"[4.5788960456848145, -4.6918511390686035]",Female,14.830930709838867,?,
best_image_7398.png,?,?,"[8.015711784362793, -7.945162773132324]",Female,13.655542373657227,?,
best_image_1006.png,?,?,"[4.991260528564453, -4.769269943237305]",Female,12.287094116210938,?,
init_image_8714.png,?,?,"[0.8969759345054626, -0.7975865006446838]",Female,14.943814277648926,?,
best_image_6409.png,?,?,"[5.699217796325684, -5.773655891418457]",Female,16.108232498168945,?,
init_image_7728.png,?,?,"[1.202720046043396, -0.9880169034004211]",Female,21.705827713012695,?,
init_image_4150.png,?,?,"[1.524681806564331, -0.9422706961631775]",Female,14.94153881072998,?,
init_image_33.png,?,?,"[-0.8800801634788513, 1.6137378215789795]",Male,27.099138259887695,?,
init_image_3917.png,?,?,"[-6.780041694641113, 9.429770469665527]",Male,15.550317764282227,?,
init_image_5364.png,?,?,"[-4.881420135498047, 6.974646091461182]",Male,25.66426658630371,?,
best_image_9530.png,?,?,"[13.035530090332031, -13.383849143981934]",Female,18.383333206176758,?,
best_image_2223.png,?,?,"[5.818462371826172, -5.88367223739624]",Female,16.983867645263672,?,
best_image_9931.png,?,?,"[4.598330020904541, -4.381808280944824]",Female,25.748279571533203,?,
best_image_1009.png,?,?,"[-3.3900609016418457, 4.692776203155518]",Male,14.26807975769043,?,
init_image_2384.png,?,?,"[3.089803457260132, -2.843533515930176]",Female,21.551097869873047,?,
best_image_2666.png,?,?,"[6.74365234375, -6.668892860412598]",Female,14.599675178527832,?,
best_image_6006.png,?,?,"[-5.345322608947754, 7.327739238739014]",Male,13.665626525878906,?,
best_image_3936.png,?,?,"[3.7141313552856445, -3.473503351211548]",Female,21.720062255859375,?,
init_image_3317.png,?,?,"[4.914379119873047, -4.844667434692383]",Female,13.629149436950684,?,
init_image_2772.png,?,?,"[-1.6763906478881836, 3.265622138977051]",Male,27.589574813842773,?,
best_image_4138.png,?,?,"[6.10362434387207, -5.714672088623047]",Female,13.994853973388672,?,
init_image_941.png,?,?,"[1.0894570350646973, -0.44043752551078796]",Female,16.25365447998047,?,
best_image_622.png,?,?,"[-2.9639391899108887, 4.566249847412109]",Male,19.623226165771484,?,
best_image_3093.png,?,?,"[7.5264763832092285, -7.583607196807861]",Female,16.144939422607422,?,
best_image_6270.png,?,?,"[5.4494147300720215, -5.506069183349609]",Female,20.50769805908203,?,
init_image_1585.png,?,?,"[-5.928041458129883, 7.9242262840271]",Male,16.732271194458008,?,
init_image_5154.png,?,?,"[3.4363558292388916, -3.3272902965545654]",Female,14.066152572631836,?,
best_image_3622.png,?,?,"[-4.594953536987305, 6.230685234069824]",Male,15.558703422546387,?,
best_image_3426.png,?,?,"[4.891475200653076, -4.84127950668335]",Female,24.390640258789062,?,
init_image_7917.png,?,?,"[-8.523451805114746, 11.152122497558594]",Male,15.565725326538086,?,
init_image_2906.png,?,?,"[1.0994737148284912, -0.7049545049667358]",Female,10.259016990661621,?,
best_image_9507.png,?,?,"[8.806818962097168, -8.757499694824219]",Female,13.035477638244629,?,
best_image_9649.png,?,?,"[-2.9909818172454834, 4.5712432861328125]",Male,19.477745056152344,?,
best_image_7493.png,?,?,"[7.1916584968566895, -7.1118879318237305]",Female,14.47752571105957,?,
init_image_4348.png,?,?,"[-0.02345779910683632, 0.44236811995506287]",Male,25.236286163330078,?,
best_image_4005.png,?,?,"[-1.4995795488357544, 2.6526451110839844]",Male,25.58863639831543,?,
init_image_7362.png,?,?,"[-1.493530035018921, 2.75317120552063]",Male,26.299270629882812,?,
best_image_2348.png,?,?,"[6.748904228210449, -6.806412696838379]",Female,17.34913444519043,?,
init_image_8576.png,?,?,"[-2.431286096572876, 4.174849033355713]",Male,35.962215423583984,?,
init_image_2633.png,?,?,"[-1.0093772411346436, 1.3771376609802246]",Male,20.47541618347168,?,
init_image_9636.png,?,?,"[2.7812235355377197, -2.6728367805480957]",Female,11.259626388549805,?,
init_image_8069.png,?,?,"[5.266833782196045, -5.470069885253906]",Female,11.842195510864258,?,
best_image_1244.png,?,?,"[7.9394426345825195, -8.038702964782715]",Female,16.906227111816406,?,
init_image_6936.png,?,?,"[1.1921467781066895, -0.954302966594696]",Female,24.6945858001709,?,
best_image_8986.png,?,?,"[4.406788349151611, -4.32384729385376]",Female,19.367713928222656,?,
init_image_4494.png,?,?,"[-2.9729745388031006, 3.796215534210205]",Male,15.561555862426758,?,
init_image_1615.png,?,?,"[-5.214710235595703, 6.892433166503906]",Male,15.694511413574219,?,
init_image_6091.png,?,?,"[6.374948978424072, -6.232400417327881]",Female,15.124527931213379,?,
init_image_8370.png,?,?,"[3.66020131111145, -3.7065517902374268]",Female,14.316899299621582,?,
init_image_6154.png,?,?,"[-3.257626533508301, 4.950253009796143]",Male,24.737565994262695,?,
init_image_2682.png,?,?,"[1.900193691253662, -1.6245026588439941]",Female,19.483007431030273,?,
best_image_8965.png,?,?,"[8.755054473876953, -8.650420188903809]",Female,13.630226135253906,?,
init_image_7101.png,?,?,"[3.8562629222869873, -3.7608156204223633]",Female,14.26364517211914,?,
init_image_8543.png,?,?,"[-4.261880397796631, 6.132713317871094]",Male,41.122352600097656,?,
init_image_1141.png,?,?,"[-3.0959250926971436, 4.7807393074035645]",Male,26.313173294067383,?,
best_image_7048.png,?,?,"[-1.7940996885299683, 2.832552671432495]",Male,21.7475643157959,?,
init_image_5966.png,?,?,"[-3.962076187133789, 5.3477373123168945]",Male,13.768004417419434,?,
best_image_7769.png,?,?,"[7.43296480178833, -7.438263893127441]",Female,14.714712142944336,?,
init_image_8231.png,?,?,"[-6.2772393226623535, 8.485851287841797]",Male,13.73052978515625,?,
init_image_6018.png,?,?,"[-0.27636921405792236, 0.667462944984436]",Male,20.633350372314453,?,
init_image_7434.png,?,?,"[-0.9970235824584961, 1.5910037755966187]",Male,17.49444007873535,?,
best_image_9005.png,?,?,"[4.8202691078186035, -4.782567977905273]",Female,22.871841430664062,?,
init_image_1569.png,?,?,"[7.844817161560059, -7.745522975921631]",Female,15.260858535766602,?,
best_image_4210.png,?,?,"[-1.2635138034820557, 2.248962163925171]",Male,24.353919982910156,?,
init_image_2685.png,?,?,"[5.470964431762695, -5.538435935974121]",Female,14.278806686401367,?,
init_image_8209.png,?,?,"[1.7836856842041016, -1.577945590019226]",Female,24.290002822875977,?,
best_image_8598.png,?,?,"[4.06564998626709, -3.940974235534668]",Female,23.904037475585938,?,
init_image_8843.png,?,?,"[6.123521327972412, -6.049134254455566]",Female,14.372014999389648,?,
init_image_6079.png,?,?,"[-0.1970215141773224, 0.6885038018226624]",Male,25.480504989624023,?,
best_image_1331.png,?,?,"[-1.7765693664550781, 2.8104536533355713]",Male,23.351547241210938,?,
best_image_4052.png,?,?,"[10.200119972229004, -10.392436027526855]",Female,15.985867500305176,?,
best_image_4521.png,?,?,"[3.6417620182037354, -3.499554395675659]",Female,24.227514266967773,?,
init_image_6934.png,?,?,"[0.22840143740177155, 0.014558825641870499]",Female,31.46017074584961,?,
best_image_2941.png,?,?,"[5.260979175567627, -5.116748332977295]",Female,14.596582412719727,?,
best_image_7819.png,?,?,"[-5.4090986251831055, 7.17746639251709]",Male,12.531893730163574,?,
best_image_7556.png,?,?,"[8.46528148651123, -8.586709022521973]",Female,15.057147026062012,?,
init_image_5208.png,?,?,"[-1.1950949430465698, 1.7874454259872437]",Male,13.06389331817627,?,
best_image_2815.png,?,?,"[-1.6752840280532837, 3.2278659343719482]",Male,20.98552894592285,?,
init_image_5519.png,?,?,"[-0.3952275514602661, 1.4548581838607788]",Male,17.276432037353516,?,
init_image_5534.png,?,?,"[3.958425760269165, -3.715919256210327]",Female,10.472262382507324,?,
best_image_5104.png,?,?,"[5.863028526306152, -5.797473430633545]",Female,23.30127716064453,?,
best_image_5017.png,?,?,"[6.730235576629639, -6.496649265289307]",Female,14.97590160369873,?,
init_image_9369.png,?,?,"[-0.3820992708206177, 1.049293875694275]",Male,16.977415084838867,?,
init_image_9792.png,?,?,"[-6.393922328948975, 8.264738082885742]",Male,17.37312889099121,?,
init_image_6534.png,?,?,"[1.4903373718261719, -1.2349497079849243]",Female,22.626644134521484,?,
init_image_7126.png,?,?,"[-2.7593233585357666, 4.4084954261779785]",Male,21.33345603942871,?,
init_image_7553.png,?,?,"[-0.1004854142665863, 0.5596349835395813]",Male,12.172164916992188,?,
init_image_5987.png,?,?,"[0.321719229221344, 0.2385750263929367]",Female,12.284564971923828,?,
init_image_8810.png,?,?,"[3.094621181488037, -2.9615070819854736]",Female,12.686515808105469,?,
init_image_2932.png,?,?,"[-1.6839802265167236, 3.1119678020477295]",Male,20.555307388305664,?,
best_image_8531.png,?,?,"[9.256261825561523, -9.319131851196289]",Female,16.619760513305664,?,
best_image_7781.png,?,?,"[2.906315565109253, -2.730501890182495]",Female,19.40984344482422,?,
init_image_3987.png,?,?,"[-2.302095651626587, 3.2935116291046143]",Male,20.355661392211914,?,
best_image_751.png,?,?,"[4.274963855743408, -4.182229042053223]",Female,21.984649658203125,?,
init_image_7595.png,?,?,"[1.1751527786254883, -0.9321134686470032]",Female,13.087167739868164,?,
init_image_1042.png,?,?,"[-4.429286003112793, 6.823943614959717]",Male,39.04875946044922,?,
init_image_6122.png,?,?,"[0.041605107486248016, 0.3880560100078583]",Male,13.639840126037598,?,
init_image_9988.png,?,?,"[-1.289406418800354, 2.036076307296753]",Male,34.72236251831055,?,
